gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR5938419_Aligned.sortedByCoord.out	countData.SRR5938420_Aligned.sortedByCoord.out	countData.SRR5938421_Aligned.sortedByCoord.out	countData.SRR5938422_Aligned.sortedByCoord.out	countData.SRR5938423_Aligned.sortedByCoord.out	countData.SRR5938424_Aligned.sortedByCoord.out	countData.SRR5938425_Aligned.sortedByCoord.out	countData.SRR5938426_Aligned.sortedByCoord.out	countData.SRR5938427_Aligned.sortedByCoord.out	countData.SRR5938428_Aligned.sortedByCoord.out	countData.SRR5938429_Aligned.sortedByCoord.out	countData.SRR5938430_Aligned.sortedByCoord.out	countData.SRR5938456_Aligned.sortedByCoord.out	countData.SRR5938457_Aligned.sortedByCoord.out	countData.SRR5938458_Aligned.sortedByCoord.out	countData.SRR5938459_Aligned.sortedByCoord.out	countData.SRR5938460_Aligned.sortedByCoord.out	countData.SRR5938461_Aligned.sortedByCoord.out	countData.SRR5938462_Aligned.sortedByCoord.out	countData.SRR5938463_Aligned.sortedByCoord.out	countData.SRR5938464_Aligned.sortedByCoord.out	countData.SRR5938465_Aligned.sortedByCoord.out	countData.SRR5938466_Aligned.sortedByCoord.out	countData.SRR5938467_Aligned.sortedByCoord.out
SARS1	ENSG00000031698	E011	23.8675844117098	0.0243736028631434	19.0607239241254	1.26624203753458e-05	0.00511481851650571	1.47953931259539	1.26755096481548	-0.735675031942418	1	109231631	109231786	156	+	18	25	21	35	40	54	64	33	31	48	11	16	24	20	14	18	12	36	25	10	14	21	4	16
ZCCHC8	ENSG00000033030	E004	10.7617903352814	0.0347162274503484	11.3621423472259	0.000749563147351139	0.041345444031372	1.16136614309445	0.948301796954425	-0.777101405501051	12	122473940	122474275	336	-	10	22	13	7	17	20	11	16	7	19	9	15	8	7	0	8	5	12	15	19	9	8	2	12
LRRC7	ENSG00000033122	E003	23.3528623898792	0.0134164318925744	20.6529360932476	5.50526986708456e-06	0.00354546671188414	1.47402066320577	1.27041711045233	-0.706646998688421	1	69568450	69568641	192	+	15	15	41	12	24	38	28	29	32	32	24	30	21	15	36	18	20	18	31	30	19	23	14	14
FUT8	ENSG00000033170	E020	16.7510346847115	0.0265675144709581	14.8360943198797	0.000117269490075862	0.0160994856087285	1.14122016504155	1.33575769635815	0.686239648782497	14	65516243	65516388	146	+	7	39	1	10	19	16	16	12	8	11	5	18	32	16	28	17	17	42	26	12	18	20	20	24
SLC4A7	ENSG00000033867	E018	48.724713278438	0.0305075851321164	12.3787178891118	0.00043425523748372	0.0318233495285168	1.77092852307291	1.61643728811644	-0.523872904432579	3	27403139	27403384	246	-	50	48	31	31	74	106	90	48	68	80	20	48	58	35	22	50	42	69	58	52	39	45	29	58
SH3YL1	ENSG00000035115	E065	8.71592857341452	0.0540563546918487	14.1920079213539	0.000165070135850067	0.0194545139314833	1.08764621754135	0.823096895422184	-0.990754038200651	2	263763	263983	221	-	4	12	9	9	17	14	12	13	7	22	14	8	11	7	0	5	6	6	6	11	4	8	5	4
VCL	ENSG00000035403	E004	15.6714073258263	0.0383225676500472	11.554801332461	0.000675745281988187	0.0392319556371482	1.30066494217464	1.09797138306468	-0.719257043305251	10	73998116	73998375	260	+	9	22	32	13	19	31	17	23	12	27	12	15	20	11	1	9	4	11	16	14	14	8	16	27
TIMP2	ENSG00000035862	E002	1827.73215629289	0.0422556128837333	16.1953427092398	5.71344097473616e-05	0.0108305902734735	3.19650356693448	3.3262011505343	0.431083087580721	17	78852981	78855541	2561	-	1133	2460	1551	900	2725	2746	2045	1442	1637	2201	1160	1711	1601	1707	2177	1734	2450	2056	2112	3254	1508	1803	2048	2285
TIMP2	ENSG00000035862	E008	31.1606435955202	0.0567766312168028	13.0815996237981	0.000298210682991293	0.0262441593467613	1.56081164360609	1.42649837554004	-0.461035778234079	17	78856165	78857521	1357	-	12	123	25	19	61	51	52	25	28	30	29	43	24	21	17	13	47	42	13	37	14	19	38	16
CYP46A1	ENSG00000036530	E010	8.26372251826867	0.0182447343114392	15.9312671669976	6.56846204205921e-05	0.0117634743967236	1.05858470637614	0.83124044246569	-0.853516041757238	14	99706647	99706785	139	+	7	3	17	7	8	12	7	10	14	18	8	13	12	6	11	4	4	7	8	11	3	6	2	6
ZZZ3	ENSG00000036549	E022	331.075948839481	0.00644084180951656	18.4981118713822	1.70072701737613e-05	0.0060457257649301	2.55941282688038	2.48222606719913	-0.257185114957631	1	77631922	77632876	955	-	234	651	231	216	504	479	542	332	324	480	176	331	403	350	356	199	376	486	322	261	289	367	214	411
BOD1L1	ENSG00000038219	E025	2585.10083276075	0.0033407511304834	14.0312219956392	0.000179800272147016	0.0203076158713226	3.4250541212119	3.39767916318312	-0.0909729293956438	4	13598946	13605084	6139	-	1841	3620	3064	1508	3365	4394	3696	2306	2972	3571	1615	2666	2955	2568	3468	2329	1836	2967	2887	3488	2402	2686	1370	2548
CDH1	ENSG00000039068	E034	8.92677369311109	0.031547805814157	15.2862634216645	9.23859025377791e-05	0.0143288029955165	0.878381454900642	1.1046960054972	0.838495256885592	16	68835031	68835537	507	+	7	15	3	5	12	7	15	7	3	12	2	5	7	12	15	6	11	16	4	11	11	19	11	14
ZFYVE16	ENSG00000039319	E014	751.542649472203	0.00318394446912971	18.3793772509143	1.81006486190289e-05	0.00619767960793596	2.90211194156264	2.85054352167035	-0.171534764230085	5	80437160	80439007	1848	+	669	1872	352	429	1385	941	914	733	585	844	522	886	645	848	1320	404	665	1452	551	636	624	979	496	698
ZFYVE16	ENSG00000039319	E033	143.295407867212	0.00378582963057802	21.2515560184905	4.02783264122161e-06	0.00301411810049962	2.11805760843612	2.20391549745119	0.28719943478439	5	80453989	80455691	1703	+	108	304	48	68	240	167	169	115	75	135	76	158	154	196	355	97	105	315	104	107	144	213	126	172
STAU2	ENSG00000040341	E018	40.3463845889244	0.0220612446821029	21.2508478469346	4.02932103186713e-06	0.00301411810049962	1.70557627341356	1.49912924819762	-0.703553742299433	8	73552126	73552319	194	-	27	25	52	38	70	114	66	62	53	64	30	30	48	30	28	35	28	47	38	37	25	38	13	32
STAU2	ENSG00000040341	E033	12.3973958384089	0.0221443434626596	11.8931557081152	0.000563405862122533	0.0358238361603154	1.01583331669951	1.22226863609522	0.742860534621473	8	73672184	73672430	247	-	8	13	7	5	11	21	9	9	12	13	6	5	20	19	42	8	13	11	10	19	16	17	12	20
CDH10	ENSG00000040731	E014	20.6882074299282	0.0123959638559145	10.8478022155318	0.000989130827668933	0.0476848721461381	1.25351138106622	1.39963516433729	0.509560205344145	5	24535703	24535822	120	-	11	12	15	7	25	26	22	9	18	19	12	22	28	18	62	29	14	25	43	44	21	19	13	28
CTNNA1	ENSG00000044115	E104	168.150602089042	0.00773164588103799	18.3589580553465	1.82956743837145e-05	0.00619923746034391	2.24836570720668	2.19533043572985	-0.177243489850194	5	138933802	138934162	361	+	127	306	206	84	354	276	251	190	134	202	168	174	161	125	206	61	191	217	145	174	102	169	104	188
OFD1	ENSG00000046651	E048	58.946709156306	0.0102121241644967	13.7720149686086	0.000206387827273541	0.0214427250545329	1.83108718505347	1.71942288803874	-0.377289039619702	X	13760115	13760720	606	+	47	110	43	40	103	90	95	75	55	71	48	45	88	52	86	21	56	66	64	57	39	72	42	51
GPM6B	ENSG00000046653	E017	166.990804393139	0.0617648692947919	11.0254066368218	0.000898715622587068	0.0454007789268063	2.30856977720922	2.12436502923008	-0.615683532859522	X	13785622	13785808	187	-	147	231	161	112	448	309	240	199	129	239	158	158	225	114	150	104	147	185	205	188	63	163	84	143
PREX2	ENSG00000046889	E026	21.3623073631288	0.0173729992217616	12.4615024629995	0.000415425654548437	0.0311577168472799	1.40740428602431	1.26863628063954	-0.483271715567697	8	68105138	68106007	870	+	25	26	12	17	44	30	32	13	13	29	20	28	20	20	13	18	22	22	26	23	19	21	12	28
ATP6V1H	ENSG00000047249	E050	70.7407440450929	0.05469469574761	14.2808240181751	0.00015746084485835	0.0189042436038211	1.95261644139757	1.74407885373022	-0.702810994495405	8	53843043	53843245	203	-	77	52	62	47	114	155	127	99	72	144	45	50	97	61	26	44	58	65	96	47	48	56	50	103
ZNF800	ENSG00000048405	E002	97.4374385055535	0.032698901989966	11.4618693118422	0.000710388056974534	0.0404596865653037	1.9240347426478	2.06006390101854	0.456548341352261	7	127370043	127371599	1557	-	74	176	27	37	147	121	104	60	70	124	49	106	131	110	230	84	120	157	106	90	74	119	67	190
LMO3	ENSG00000048540	E028	146.330561922084	0.0129843077021235	16.9072554213052	3.92512661432483e-05	0.00913164743389074	2.09001175514768	2.22436658179861	0.449459434900515	12	16597616	16598791	1176	-	100	121	49	65	132	207	153	104	142	169	70	123	159	185	472	209	142	208	179	138	175	197	116	179
RSF1	ENSG00000048649	E031	46.4750678143754	0.00404501154565295	12.2470276412759	0.000465999875791199	0.0326883714380887	1.62429578057135	1.72440684087059	0.339770106304199	11	77762050	77764597	2548	-	31	60	27	23	66	78	50	44	37	52	24	34	53	49	87	50	52	69	61	72	50	40	40	53
CELF2	ENSG00000048740	E004	10.9174619538762	0.00706154876555427	16.2715456795733	5.48819407776852e-05	0.0106433754964786	0.951417115519643	1.16285445681027	0.770753775837726	10	10846063	10846156	94	+	3	7	4	4	9	13	10	9	13	10	4	11	15	10	21	12	14	20	15	19	16	18	12	12
R3HDM1	ENSG00000048991	E030	17.3782266176406	0.0174126464804314	16.6452413525411	4.50632186427716e-05	0.00967010433296367	1.15224879512464	1.34535515174693	0.680196431428778	2	135635890	135635998	109	+	6	15	14	5	17	24	14	12	24	12	8	6	17	23	49	34	24	23	19	29	20	27	8	23
PER3	ENSG00000049246	E011	8.90606793306059	0.0353472055583302	17.6078229963087	2.71469326287327e-05	0.00760786919427591	1.10272041768553	0.852869255116348	-0.929494042852714	1	7788045	7788246	202	+	9	16	16	4	17	28	15	12	14	9	6	7	12	2	0	4	3	8	8	18	4	4	5	10
ARID1B	ENSG00000049618	E031	18.7119365931133	0.0118021307630233	12.8927236485923	0.000329862047712871	0.0278694741024204	1.20093526348846	1.3731785882919	0.603572489466219	6	157036315	157036521	207	+	11	24	6	6	20	32	10	20	8	21	12	14	35	24	35	13	27	27	24	25	17	19	17	42
ARID1B	ENSG00000049618	E085	37.5422494253509	0.0191911059356225	14.2989132291692	0.000155954890754588	0.0188463296380356	1.65701390624075	1.50734597835958	-0.510619316614285	6	157207492	157207868	377	+	19	50	47	25	73	78	61	38	54	37	23	45	35	32	32	25	50	24	42	69	22	35	22	30
JKAMP	ENSG00000050130	E018	11.4818106339888	0.027879134227008	14.5190935061506	0.000138746150452139	0.0178945731390832	0.957217326501933	1.18909362853588	0.842471495797852	14	59487194	59487673	480	+	11	10	6	3	6	10	7	9	9	9	4	13	24	24	35	16	12	16	18	9	13	15	6	10
MAPK9	ENSG00000050748	E023	12.6741304415115	0.0185292345013435	12.2862733464556	0.000456301966012304	0.0324367989669828	1.02559498973106	1.22612755835735	0.720647912029835	5	180262957	180263089	133	-	8	14	2	7	11	17	18	5	14	12	5	8	18	12	43	23	10	16	11	19	15	15	11	17
PLEKHA5	ENSG00000052126	E053	88.6448111886894	0.0243918302672646	22.3676463670577	2.25134859841844e-06	0.00214641809609607	2.05290550856793	1.84766947746362	-0.689585299397027	12	19283280	19283636	357	+	59	68	129	63	115	203	131	85	105	136	61	70	124	73	104	60	74	74	103	161	51	81	50	100
PLEKHA5	ENSG00000052126	E099	25.0883849043601	0.0747061790620881	11.4590827357098	0.000711454085789331	0.0404596865653037	1.52694160757266	1.28732927471602	-0.828883237157887	12	19358228	19358437	210	+	14	25	40	19	30	44	17	29	39	31	26	30	33	16	8	31	16	23	32	57	15	20	8	16
FSTL4	ENSG00000053108	E001	106.903056661679	0.0162054074577229	11.6181975384074	0.000653096619873001	0.0385856266298047	2.08280694436515	1.98210604027413	-0.337661787933767	5	133196455	133198467	2013	-	49	105	145	65	191	318	182	110	139	145	65	87	129	104	136	42	223	54	94	123	71	91	44	108
MCF2L2	ENSG00000053524	E048	102.567106627405	0.0173260222752634	11.9022386335684	0.000560665217719252	0.0357524260736567	1.95242083299784	2.06773448350648	0.386854801767456	3	183372019	183379296	7278	-	49	110	49	49	116	201	122	77	89	99	56	64	189	116	245	78	140	96	123	114	107	146	87	177
ANAPC4	ENSG00000053900	E041	15.1703665153393	0.0158851289491239	12.9719721651044	0.000316188784790428	0.027152645287714	1.29015756425302	1.11463429657033	-0.622435005455087	4	25413872	25414323	452	+	15	32	11	10	21	28	21	18	8	28	9	18	13	14	12	11	15	15	10	15	10	23	10	20
KIF1B	ENSG00000054523	E019	24.8959872058199	0.0410903167568509	11.2436280899013	0.000798968265309888	0.0428016992583274	NA	NA	NA	1	10274915	10274953	39	+	17	28	2	10	42	33	15	18	23	20	16	25	23	28	28	39	19	45	42	25	32	40	23	37
KIF1B	ENSG00000054523	E020	9.43962147382489	0.0170870923681114	13.0946083433521	0.000296146912135113	0.0261572230858231	NA	NA	NA	1	10275428	10275503	76	+	7	11	2	2	10	6	6	11	8	12	5	9	8	13	20	9	12	16	11	7	9	21	11	14
KIF1B	ENSG00000054523	E041	233.28370724445	0.0116305672983705	23.1111067558943	1.52904905923076e-06	0.00183572721992537	NA	NA	NA	1	10306758	10308597	1840	+	162	363	126	104	396	399	226	150	178	212	129	196	282	245	444	212	323	375	205	260	199	298	226	367
KIF1B	ENSG00000054523	E070	100.375455164841	0.0248081605352893	10.9207610468446	0.000950925367214007	0.0467904846367719	NA	NA	NA	1	10365409	10365648	240	+	69	135	169	61	209	209	135	112	106	135	74	95	89	88	219	65	105	107	82	115	65	70	35	62
PLEKHH1	ENSG00000054690	E008	29.5477251211834	0.00667964808930506	13.0523206351363	0.000302908856529765	0.0265823513573819	1.42174892306497	1.56031765678858	0.475743139093852	14	67569033	67569137	105	+	15	138	1	12	65	28	27	27	10	24	30	40	14	34	63	1	59	64	11	14	9	37	36	18
ATP9A	ENSG00000054793	E015	59.7632952177503	0.0135707868681741	16.0230468914604	6.25760921545002e-05	0.0114485196732482	1.81119635828599	1.73220649705099	-0.266920313448869	20	51656938	51657150	213	-	47	70	80	63	96	148	82	66	76	73	42	45	50	51	64	52	62	64	52	75	45	63	17	31
ATP9A	ENSG00000054793	E017	40.0503348735726	0.0710197778429931	11.1352751941157	0.000847013631859491	0.044049876677939	1.68209982043004	1.51096547639771	-0.583367752696875	20	51671115	51671257	143	-	35	44	69	13	87	149	58	57	33	62	37	36	57	16	41	23	45	30	18	69	18	22	15	24
TAB2	ENSG00000055208	E018	255.245557498196	0.00443381441329754	16.6995348400242	4.37917346323726e-05	0.0095057388974547	2.43759872302152	2.37314570938088	-0.214954286873046	6	149378672	149379518	847	+	167	247	338	152	357	475	346	251	225	349	195	298	239	246	320	132	255	292	314	340	218	256	171	315
KMT2C	ENSG00000055609	E025	7.77985998464483	0.0283308050549404	13.6135739447967	0.000224555993201087	0.022282828688605	1.05078904378392	0.803864065579109	-0.932389769183778	7	152136626	152136801	176	-	7	10	14	3	16	18	17	12	4	9	10	11	6	3	13	3	3	8	5	7	3	10	1	8
KMT2C	ENSG00000055609	E096	119.155762291446	0.0132571209845106	14.2982547617499	0.000156009453947912	0.0188463296380356	2.13726919339773	2.01395151850077	-0.413135541265179	7	152177439	152178010	572	-	70	269	177	67	228	222	151	126	108	130	79	120	124	97	126	79	136	104	137	217	69	76	76	88
KMT2C	ENSG00000055609	E100	50.3732940222958	0.0123045610511306	11.4050922355607	0.00073243064187911	0.0409874213189434	1.76627648153045	1.64573206644725	-0.40850559736536	7	152182157	152182557	401	-	32	82	63	23	87	99	83	63	45	52	49	56	53	44	50	25	41	38	64	84	32	49	27	54
KMT2C	ENSG00000055609	E141	63.4629421546094	0.0150225567065493	16.3645714198988	5.22528719686169e-05	0.0103724506635929	1.72723564432175	1.88050583408596	0.517322401893916	7	152224617	152226215	1599	-	44	86	30	31	102	87	75	43	47	55	33	47	72	84	124	87	72	108	63	72	61	89	51	77
KMT2C	ENSG00000055609	E147	18.1432530724248	0.0234354200765456	11.2106893238602	0.000813275042805393	0.0432527908293953	1.19054143322923	1.36449562958352	0.610316811072909	7	152238827	152239069	243	-	8	25	4	11	39	22	11	15	11	18	9	15	19	19	41	20	25	30	25	16	17	26	15	33
KMT2C	ENSG00000055609	E156	9.0358228602359	0.0669399484542239	11.82514593904	0.000584361340907199	0.0365245535049802	0.848012186412965	1.12184321911754	1.01712057359943	7	152249876	152249953	78	-	6	11	2	4	8	7	18	2	4	5	3	8	14	14	16	12	2	18	15	12	13	24	4	14
ZFR	ENSG00000056097	E008	19.6915223279296	0.0195691801725789	10.780131116022	0.00102595413897952	0.0486208266077986	1.23845553320755	1.40667274516934	0.586924629640265	5	32364276	32364938	663	-	3	32	4	5	30	29	25	11	23	26	10	13	27	35	54	24	18	41	24	20	12	27	14	27
ZFR	ENSG00000056097	E026	41.7981944166733	0.0170452321137057	12.3559066057981	0.000439593466107612	0.0319486620983805	1.69422381849007	1.56186528315832	-0.450333096226704	5	32414969	32415187	219	-	30	58	60	33	74	86	52	37	58	47	36	39	48	47	58	20	35	53	38	57	18	52	6	39
RC3H2	ENSG00000056586	E003	46.4179544314988	0.0141071330971624	13.8576502144135	0.000197192323666826	0.0211188256987791	1.72920094943742	1.60575810392219	-0.41911258995342	9	122849437	122849798	362	-	28	55	53	32	66	78	57	47	63	72	47	58	38	43	46	35	40	49	57	53	36	47	13	59
ATP2B4	ENSG00000058668	E013	55.6470395603322	0.0242360165984108	11.2126651283238	0.000812409608751876	0.0432437020784608	1.81536106038758	1.67472601630303	-0.475776063013736	1	203710877	203711108	232	+	36	101	83	37	111	124	75	78	51	52	42	60	84	42	70	46	56	48	49	58	33	39	14	47
WNK1	ENSG00000060237	E010	14.1944963361343	0.0119210686683234	23.2220068626822	1.44336142688964e-06	0.00177491741519266	1.06051909117268	1.30281538840325	0.862502873934383	12	851424	851782	359	+	12	31	2	8	21	17	15	9	6	13	2	14	18	14	38	13	21	27	12	14	10	18	18	20
WNK1	ENSG00000060237	E023	149.984118553129	0.0187479672244409	18.0699887847469	2.12931340313631e-05	0.00678908889184897	2.10039178744299	2.25985698138166	0.533274293091127	12	869105	871264	2160	+	89	239	51	70	241	246	208	161	122	169	71	155	235	143	236	124	200	245	114	143	135	182	118	233
WNK1	ENSG00000060237	E045	170.915748540807	0.00400869571089053	15.1911260890528	9.71589250007673e-05	0.014762995032226	2.26398231259471	2.192416410836	-0.239152484318773	12	884689	885131	443	+	115	442	167	106	343	326	246	190	140	191	161	182	153	138	213	67	229	212	150	161	75	142	112	158
CCAR1	ENSG00000060339	E028	17.1419567178196	0.00606242262960444	23.2957515880753	1.3890649014135e-06	0.00177491741519266	1.15807065016302	1.35208033688654	0.682790283802481	10	68754714	68754827	114	+	9	17	6	8	25	27	22	14	9	15	5	10	27	20	47	14	11	25	18	29	18	28	20	31
RIMBP2	ENSG00000060709	E005	32.3383374530387	0.00986433532281552	12.4209148677021	0.000424552207106921	0.0315642231898468	1.56676850103357	1.45063495035147	-0.398167874332312	12	130397011	130397309	299	-	24	20	42	31	42	68	50	37	51	30	28	35	40	24	30	29	19	23	44	56	21	24	13	27
QSER1	ENSG00000060749	E009	40.7375107828718	0.00435317010959761	17.6170893529471	2.70149814464722e-05	0.00759277134607986	1.66193142800071	1.55905583753637	-0.350356898809712	11	32932003	32932374	372	+	35	65	54	31	65	80	57	41	33	62	33	34	39	28	39	24	41	36	41	56	29	35	23	53
NCKAP1	ENSG00000061676	E004	52.1248874074979	0.0179204484726723	16.5265593775674	4.79733654544152e-05	0.00988393622241538	1.80280295658317	1.64536215289067	-0.533127860872121	2	182925657	182925818	162	-	36	39	54	28	78	122	105	75	47	81	47	44	68	48	97	48	42	53	46	49	32	53	14	52
TNK2	ENSG00000061938	E006	106.568540489311	0.0291299064897677	12.7049169270981	0.0003646953877624	0.0292616895035828	2.08017291687185	1.96359249837647	-0.391001034122568	3	195867361	195868083	723	-	46	99	207	69	178	293	181	126	84	179	88	103	147	87	59	36	160	61	129	155	48	78	51	87
WAPL	ENSG00000062650	E022	137.23874875747	0.00434762556756836	13.5289404956728	0.000234912629141205	0.0229591090788599	2.16740803131816	2.10766867456561	-0.199907446313063	10	86517571	86518091	521	-	125	193	124	78	203	226	198	114	130	178	100	156	168	147	164	130	109	194	124	162	105	152	74	149
EIF4B	ENSG00000063046	E035	49.7439537566414	0.0372038658369876	13.1578139829793	0.000286322720941027	0.0256388023210231	1.76076543762577	1.63025270643016	-0.44250991366795	12	53037435	53037622	188	+	43	66	61	55	83	114	71	47	55	78	32	40	68	50	28	18	46	73	45	49	24	49	24	49
U2AF2	ENSG00000063244	E025	47.1589929468562	0.0128424160459473	16.986004817745	3.76563666907089e-05	0.00894569625854095	1.7197513298696	1.61745741345746	-0.347279627877139	19	55669444	55669692	249	+	37	56	54	31	86	111	84	67	59	73	46	36	56	40	26	31	38	44	47	80	28	33	20	23
RNF4	ENSG00000063978	E037	7.54034411652853	0.0426744171311487	15.9478195770517	6.51127377864751e-05	0.0117041650624465	1.04461093857405	0.765428339457515	-1.06262369452697	4	2513798	2513811	14	+	10	15	14	4	13	17	13	1	9	21	8	11	6	5	11	1	2	7	8	11	5	2	0	2
TNPO3	ENSG00000064419	E026	33.1511228726781	0.010061762531589	16.1200633085924	5.94508701663516e-05	0.0111394206554856	1.59098221199281	1.4531254973423	-0.472206606279359	7	129017957	129018157	201	-	27	42	42	29	53	63	53	34	31	50	18	40	38	31	17	16	29	36	36	34	35	34	17	32
CTSA	ENSG00000064601	E063	45.887467815448	0.017160668504299	11.3607682408777	0.000750117906878894	0.0413525884196967	1.62191888678582	1.72703657426984	0.356761835848441	20	45897041	45897625	585	+	25	31	54	15	68	63	61	47	53	85	18	36	70	46	86	41	48	62	49	75	28	49	38	53
SUGP2	ENSG00000064607	E036	102.327842861101	0.0106355879328459	17.0139768660055	3.71056694806232e-05	0.00890957514645106	2.06161776551775	1.9522267104701	-0.367011042041214	19	19025557	19025854	298	-	75	117	138	81	163	223	188	120	109	145	79	74	164	76	115	92	71	92	113	124	73	84	31	76
SLC12A2	ENSG00000064651	E039	194.690777026596	0.00352087102939074	21.364213141187	3.79794618349247e-06	0.00290815019338511	2.32749514021389	2.24560914878084	-0.273435012160784	5	128186496	128187025	530	+	224	456	56	166	323	222	269	183	165	194	128	294	176	170	304	97	159	456	142	110	149	243	115	157
BCAS1	ENSG00000064787	E021	294.605530727342	0.00571916092638745	20.459640365438	6.09020183359493e-06	0.00357266587098674	2.47255365332118	2.42738617274061	-0.150577672023921	20	54028392	54028700	309	-	269	1499	119	171	656	265	370	323	159	306	419	333	286	198	387	29	294	632	124	102	134	302	116	116
CALCRL	ENSG00000064989	E003	28.2557512536565	0.00759152014811141	11.2064449617467	0.000815137293367746	0.0432807202052679	1.51636649982704	1.42159276331907	-0.325924815568032	2	187345927	187346399	473	-	21	49	28	10	44	41	46	21	29	27	16	22	18	35	46	35	22	61	24	34	27	31	14	33
GNAI3	ENSG00000065135	E009	459.207366158649	0.005371858872231	16.8632806835465	4.01712492453451e-05	0.00927579323677506	2.6365994015391	2.68535279995564	0.162309768685317	1	109592345	109596224	3880	+	294	466	339	247	673	576	563	306	480	583	248	421	518	506	942	437	443	733	531	566	451	549	316	696
